1,2023-09-14 10:13:50
5,2023-09-14 10:05:47
8,2023-09-14 10:28:36
18,2023-09-14 10:56:18
21,2023-09-14 10:57:28
23,2023-09-14 10:16:22
25,2023-09-14 11:10:00
36,2023-09-14 10:45:41
40,2023-09-14 10:07:36
45,2023-09-14 10:07:05
52,2023-09-14 10:09:44
59,2023-09-14 10:56:03
62,2023-09-14 10:56:31
67,2023-09-14 10:36:23
70,2023-09-14 11:01:04
80,2023-09-14 11:07:18
81,2023-09-14 11:37:59
86,2023-09-14 11:07:14
87,2023-09-14 10:47:24
93,2023-09-14 10:08:18
97,2023-09-14 11:06:13
114,2023-09-14 11:23:32
120,2023-09-14 11:02:23
124,2023-09-14 10:33:18
127,2023-09-14 10:08:47
142,2023-09-14 11:05:50
144,2023-09-14 11:26:51
147,2023-09-14 10:28:50
153,2023-09-14 11:07:38
164,2023-09-14 10:36:06
183,2023-09-14 10:16:23
219,2023-09-14 10:36:58
228,2023-09-14 10:52:42
231,2023-09-14 10:08:31
233,2023-09-14 10:11:50
258,2023-09-14 10:35:52
299,2023-09-14 11:22:32
311,2023-09-14 11:15:13
345,2023-09-14 10:28:23
393,2023-09-14 11:05:08
409,2023-09-14 10:35:01
427,2023-09-14 10:28:33
439,2023-09-14 10:49:46
471,2023-09-14 10:14:20
477,2023-09-14 10:43:26
483,2023-09-14 10:06:56
526,2023-09-14 10:40:52
534,2023-09-14 10:25:27
576,2023-09-14 10:07:55
582,2023-09-14 11:06:51
591,2023-09-14 10:36:41
595,2023-09-14 10:37:04
635,2023-09-14 11:26:14
643,2023-09-14 10:34:17
646,2023-09-14 10:33:00
652,2023-09-14 10:17:06
662,2023-09-14 11:18:36
675,2023-09-14 10:33:26
690,2023-09-14 11:22:10
693,2023-09-14 10:57:25
722,2023-09-14 10:28:46
726,2023-09-14 10:09:23
739,2023-09-14 10:10:12
743,2023-09-14 10:44:09
785,2023-09-14 10:41:02
790,2023-09-14 10:47:42
796,2023-09-14 10:32:25
812,2023-09-14 10:53:40
830,2023-09-14 10:15:39
859,2023-09-14 11:07:30
860,2023-09-14 10:11:42
875,2023-09-14 11:03:14
881,2023-09-14 10:51:08
894,2023-09-14 10:17:42
951,2023-09-14 10:43:13
965,2023-09-14 10:37:16
980,2023-09-14 11:26:29
981,2023-09-14 10:10:08
996,2023-09-14 11:09:55
1006,2023-09-14 10:58:41
1029,2023-09-14 10:29:04
1074,2023-09-14 11:02:28
1108,2023-09-14 11:06:27
1136,2023-09-14 10:11:38
1145,2023-09-14 10:10:15
1164,2023-09-14 11:12:40
1166,2023-09-14 10:32:14
1206,2023-09-14 11:01:35
1294,2023-09-14 10:55:38
1307,2023-09-14 10:06:17
1353,2023-09-14 10:11:09
1355,2023-09-14 11:22:50
1360,2023-09-14 10:33:30
1395,2023-09-14 10:13:03
1409,2023-09-14 10:40:34
1418,2023-09-14 10:51:18
1441,2023-09-14 10:21:13
1449,2023-09-14 10:13:27
1504,2023-09-14 10:08:09
1534,2023-09-14 10:13:39
1559,2023-09-14 10:58:49
1618,2023-09-14 11:00:12
1675,2023-09-14 10:28:39
1723,2023-09-14 11:08:58
1725,2023-09-14 11:11:46
1728,2023-09-14 10:09:07
1750,2023-09-14 10:06:12
1763,2023-09-14 10:43:20
1781,2023-09-14 11:24:03
1799,2023-09-14 11:08:21
1800,2023-09-14 11:08:14
1848,2023-09-14 11:09:29
1862,2023-09-14 10:11:26
1866,2023-09-14 11:37:27
1901,2023-09-14 10:33:46
1904,2023-09-14 10:40:30
1910,2023-09-14 10:49:59
1922,2023-09-14 10:29:40
1949,2023-09-14 11:07:07
2042,2023-09-14 10:08:22
2065,2023-09-14 11:17:27
2081,2023-09-14 10:33:10
2101,2023-09-14 10:33:40
2103,2023-09-14 10:25:33
2141,2023-09-14 11:08:47
2142,2023-09-14 11:17:03
2187,2023-09-14 11:34:02
2200,2023-09-14 10:06:32
2243,2023-09-14 10:19:17
2289,2023-09-14 10:41:10
2294,2023-09-14 10:11:54
2318,2023-09-14 10:32:45
2323,2023-09-14 10:14:17
2327,2023-09-14 10:25:51
2333,2023-09-14 10:10:03
2342,2023-09-14 11:30:24
2377,2023-09-14 11:28:36
2380,2023-09-14 10:36:53
2383,2023-09-14 10:13:44
2401,2023-09-14 10:10:32
2440,2023-09-14 11:25:01
2441,2023-09-14 10:14:46
2444,2023-09-14 10:15:35
2475,2023-09-14 10:06:53
2476,2023-09-14 10:45:35
2492,2023-09-14 10:25:48
2493,2023-09-14 10:59:23
2506,2023-09-14 11:01:11
2507,2023-09-14 11:01:09
2514,2023-09-14 10:56:44
2521,2023-09-14 10:14:24
2529,2023-09-14 11:06:12
2554,2023-09-14 10:09:20
2571,2023-09-14 10:07:16
2609,2023-09-14 11:03:25
2610,2023-09-14 10:32:06
2623,2023-09-14 10:33:50
2637,2023-09-14 11:19:10
2639,2023-09-14 10:29:10
2640,2023-09-14 10:08:27
2671,2023-09-14 11:02:17
2695,2023-09-14 10:32:56
2701,2023-09-14 11:11:36
2704,2023-09-14 11:11:40
2711,2023-09-14 10:37:38
2736,2023-09-14 10:34:08
2747,2023-09-14 10:12:49
2750,2023-09-14 10:29:43
2753,2023-09-14 10:12:08
2757,2023-09-14 10:29:28
2760,2023-09-14 10:13:55
2767,2023-09-14 10:34:30
2769,2023-09-14 10:14:42
2771,2023-09-14 10:36:46
2777,2023-09-14 10:08:50
2782,2023-09-14 11:01:30
2800,2023-09-14 10:10:39
2801,2023-09-14 10:09:59
2803,2023-09-14 11:12:48
2804,2023-09-14 11:30:48
2815,2023-09-14 10:37:32
2829,2023-09-14 10:10:59
2833,2023-09-14 10:42:54
2840,2023-09-14 10:55:45
2845,2023-09-14 11:07:08
2854,2023-09-14 10:09:27
2855,2023-09-14 10:10:44
2859,2023-09-14 10:12:56
2861,2023-09-14 10:07:26
2865,2023-09-14 10:14:13
2866,2023-09-14 10:14:10
2872,2023-09-14 11:20:19
2874,2023-09-14 10:41:15
2877,2023-09-14 10:32:50
2878,2023-09-14 10:13:58
2879,2023-09-14 10:45:49
2881,2023-09-14 10:43:03
2888,2023-09-14 10:42:58
2889,2023-09-14 10:06:50
2895,2023-09-14 11:07:12
2896,2023-09-14 10:08:54
2898,2023-09-14 10:13:19
2899,2023-09-14 10:13:06
2905,2023-09-14 10:11:30
2908,2023-09-14 10:12:59
2920,2023-09-14 10:44:14
2930,2023-09-14 11:07:44
2932,2023-09-14 10:25:44
2943,2023-09-14 10:10:35
2962,2023-09-14 10:37:27
2965,2023-09-14 11:01:15
2973,2023-09-14 10:08:42
2981,2023-09-14 11:00:02
2985,2023-09-14 10:46:47
2992,2023-09-14 10:11:22
3011,2023-09-14 10:07:42
3016,2023-09-14 10:40:39
3025,2023-09-14 10:29:00
3029,2023-09-14 10:43:07
3032,2023-09-14 10:32:19
3048,2023-09-14 11:24:06
3053,2023-09-14 10:34:14
3060,2023-09-14 10:06:28
3079,2023-09-14 10:52:49
3082,2023-09-14 10:13:23
3084,2023-09-14 11:23:48
3086,2023-09-14 11:38:12
3087,2023-09-14 11:18:52
3088,2023-09-14 11:27:38
3097,2023-09-14 10:05:56
3098,2023-09-14 10:06:06
3108,2023-09-14 10:36:01
3110,2023-09-14 10:35:56
3111,2023-09-14 11:38:30
3114,2023-09-14 10:11:03
